Number_of_announcements,Number_of_announced_NLRI_prefixes,Average_AS_path_length,Average_unique_AS_path_length,Number_of_duplicate_announcements,Maximum_edit_distance,Maximum_AS_path_length,Number_of_Interior_Gateway_Protocol_IGP_packets,Labels
60,90,5,6,41,1.1,11,60,Normal
48,87,6,6,46,0.9,12,47,Normal
35,53,5,5,16,0.7,7,34,Normal
63,103,5,5,37,1.2,9,63,Normal
55,145,7,7,35,1,29,55,Normal
58,248,6,6,100,1.1,29,62,Normal
37,139,6,6,39,0.7,10,39,Normal
78,244,5,5,129,1.4,9,76,Normal
64,143,6,5,65,1.1,11,62,Normal
62,124,5,5,46,1.1,7,59,Normal
62,169,6,6,51,1.2,10,62,Normal
46,85,6,6,27,0.9,8,46,Normal
79,371,7,7,46,1.5,12,72,Normal
54,79,5,5,21,100,7,54,Normal
55,92,5,5,28,100,9,55,Normal
52,225,7,7,11,1,12,47,Normal
38,68,6,6,23,0.7,12,38,Normal
54,219,6,6,55,1.1,10,47,Normal
53,126,7,7,42,1,17,49,Normal
90,141,7,7,58,1.6,13,88,Normal
71,109,7,7,42,1.3,21,71,Normal
41,47,6,6,14,0.8,10,41,Normal
78,147,7,7,31,1.4,21,78,Normal
87,119,6,6,34,1.6,22,78,Normal
73,131,5,5,43,1.3,15,73,Normal
60,114,5,5,54,1.1,10,59,Normal
73,137,6,6,49,1.3,21,73,Normal
62,128,6,6,48,1.1,14,60,Normal
76,122,5,5,41,1.4,8,78,Normal
55,70,6,6,18,1.1,15,59,Normal
56,124,5,5,39,1,8,54,Normal
73,122,5,5,57,1.3,10,64,Normal
70,112,6,6,43,1.4,12,68,Normal
61,72,7,6,27,1.2,16,61,Normal
51,81,6,5,35,0.9,16,50,Normal
57,88,5,5,38,1,11,57,Normal
74,133,6,6,45,1.3,13,61,Normal
111,231,6,6,118,1.9,13,99,Normal
121,326,6,6,148,2.2,13,119,Normal
113,313,6,6,316,2,14,113,Normal
116,327,6,7,133,1.9,12,114,Normal
86,258,7,7,116,1.6,11,84,Normal
56,126,5,6,59,1.1,10,53,Normal
66,165,6,6,65,1.2,9,61,Normal
44,142,6,6,60,0.8,11,42,Normal
43,143,5,5,49,0.8,10,42,Normal
56,156,6,6,75,1,19,53,Normal
77,134,6,6,84,1.4,12,75,Normal
39,58,5,5,32,0.9,8,41,Normal
43,52,7,7,16,1.2,16,60,Normal
52,93,7,7,23,1.3,15,66,Normal
44,132,6,7,64,1.1,14,49,Normal
34,124,7,8,40,0.8,16,38,Normal
59,102,7,7,28,1.3,14,56,Normal
75,159,8,8,56,1.6,18,80,Normal
56,220,9,10,84,1.3,22,64,Normal
39,78,9,10,28,0.9,26,44,Normal
54,107,7,8,49,1,29,55,Normal
79,170,6,7,71,1.5,27,76,Normal
85,263,7,7,87,1.4,16,80,Normal
98,240,6,6,45,1.7,16,93,Normal
41,93,5,5,67,0.7,10,40,Normal
20,30,5,5,9,0.4,10,20,Normal
29,38,5,5,14,0.5,7,29,Normal
32,48,5,5,18,0.6,6,32,Normal
46,105,5,5,48,0.8,11,47,Normal
58,166,6,6,45,1.1,13,62,Normal
56,115,7,7,77,1.1,17,50,Normal
84,196,7,7,78,1.5,29,84,Normal
189,1113,7,7,459,3.3,24,177,Normal
143,607,6,7,273,2.5,23,143,Normal
34,58,7,7,14,0.7,27,36,Normal
24,56,4,4,20,0.4,6,24,Normal
52,250,5,5,113,0.9,7,44,Normal
68,214,5,5,104,1.2,11,66,Normal
57,143,5,5,62,1.1,10,57,Normal
61,85,5,5,33,1.1,9,61,Normal
58,91,6,6,39,1,10,54,Normal
167,508,6,6,127,2.9,12,156,Normal
184,1078,6,6,379,3.2,12,179,Normal
95,333,6,6,139,1.7,13,87,Normal
50,97,6,6,36,0.9,8,42,Normal
32,74,6,6,22,0.6,8,28,Normal
69,127,6,6,25,1.2,10,68,Normal
87,254,6,6,89,1.6,16,89,Normal
86,119,7,7,60,1.6,16,86,Normal
64,202,6,6,55,1.2,13,63,Normal
82,268,6,6,100,1.4,15,78,Normal
62,207,6,6,92,1.2,11,66,Normal
84,249,6,6,93,1.6,11,82,Normal
73,204,7,7,83,1.3,15,66,Normal
75,258,7,7,104,1.3,16,72,Normal
52,136,7,7,38,1,16,52,Normal
59,186,6,6,65,1.1,15,54,Normal
89,230,6,6,53,1.6,15,82,Normal
67,217,6,6,95,1.3,15,65,Normal
44,78,7,7,27,0.8,14,44,Normal
46,132,6,6,54,0.9,14,45,Normal
39,112,6,5,40,0.7,10,36,Normal
33,82,6,6,35,0.6,17,28,Normal
45,239,6,6,82,0.8,14,38,Normal
58,104,6,6,38,1.1,14,53,Normal
47,96,6,6,39,0.8,14,43,Normal
61,149,6,6,40,1.1,15,54,Normal
60,191,6,6,75,1.1,9,54,Normal
44,94,5,5,21,0.8,7,41,Normal
63,207,5,5,67,1.2,7,55,Normal
60,181,6,6,118,1.1,12,59,Normal
66,126,6,6,48,1.2,10,53,Normal
55,96,7,6,46,1,11,53,Normal
55,133,6,6,24,1,14,52,Normal
48,57,6,6,25,0.8,8,46,Normal
148,738,5,5,342,2.5,13,133,Normal
25,65,5,6,38,0.5,14,25,Normal
34,56,5,5,12,0.6,10,34,Normal
51,95,6,6,42,0.9,15,51,Normal
43,72,6,5,30,0.8,15,41,Normal
39,82,6,6,32,0.7,16,39,Normal
68,144,7,7,62,1.2,29,66,Normal
72,225,6,6,92,1.3,16,65,Normal
51,103,6,6,19,1,11,47,Normal
37,119,6,6,41,0.7,10,32,Normal
56,185,6,6,67,100,10,52,Normal
54,84,5,5,26,100,8,50,Normal
39,90,6,6,23,0.7,12,39,Normal
50,115,5,5,40,0.9,8,48,Normal
70,140,6,6,68,1.3,17,68,Normal
39,191,6,6,84,0.7,10,34,Normal
47,98,5,5,39,0.9,7,42,Normal
26,38,5,5,9,0.6,6,25,Normal
34,156,6,6,55,0.5,8,29,Normal
51,192,6,6,61,0.9,10,48,Normal
41,162,6,5,73,0.7,10,41,Normal
22,41,5,5,12,0.3,10,22,Normal
43,90,6,5,61,0.8,8,39,Normal
35,42,6,5,13,0.6,10,31,Normal
33,55,5,5,20,0.6,8,31,Normal
46,88,6,6,32,0.9,10,45,Normal
44,153,6,6,38,0.8,10,41,Normal
32,63,5,5,25,0.6,9,32,Normal
40,100,5,5,50,0.7,10,35,Normal
35,63,6,6,48,0.7,14,35,Normal
71,135,6,6,65,1.3,14,68,Normal
79,114,5,5,51,1.4,8,78,Normal
36,49,5,5,14,0.7,14,33,Normal
41,52,5,5,15,0.7,7,40,Normal
37,129,5,6,48,0.7,15,36,Normal
50,95,6,6,41,0.9,15,47,Normal
23,33,5,5,8,0.5,11,21,Normal
36,112,5,5,41,0.7,7,30,Normal
66,169,5,5,58,1.2,9,65,Normal
53,99,5,5,39,1,10,53,Normal
58,134,6,6,40,1.1,11,58,Normal
40,132,6,6,41,0.8,8,34,Normal
31,96,5,5,35,0.6,8,31,Normal
35,65,5,5,28,0.7,7,34,Normal
49,97,5,5,41,0.9,9,46,Normal
52,114,6,6,52,1,9,49,Normal
43,84,5,5,23,0.7,8,40,Normal
51,64,6,6,21,0.9,14,51,Normal
54,66,7,7,19,1,29,53,Normal
59,168,5,6,34,1.1,15,53,Normal
88,246,6,6,117,1.5,12,78,Normal
82,195,6,7,72,1.5,14,80,Normal
55,146,6,6,54,1,15,54,Normal
24,50,5,5,22,0.4,7,24,Normal
33,75,5,6,40,0.6,13,33,Normal
45,160,7,7,50,0.9,13,43,Normal
49,121,6,6,47,0.9,14,47,Normal
28,69,5,6,25,0.6,12,25,Normal
28,50,6,6,24,0.5,12,25,Normal
44,95,5,5,34,0.8,14,42,Normal
49,98,5,5,51,0.9,13,49,Normal
79,167,6,6,117,1.4,15,71,Normal
88,134,6,6,51,1.6,14,80,Normal
100,169,7,7,67,1.9,17,100,Normal
70,122,6,6,60,1.3,13,72,Normal
86,175,6,6,79,1.6,21,90,Normal
109,183,6,7,100,2,20,113,Normal
74,145,6,6,47,1.5,17,77,Normal
75,152,6,6,47,1.4,16,79,Normal
175,407,6,6,21,3,19,165,Normal
53,72,7,7,33,1,24,50,Normal
54,89,6,6,34,1,16,55,Normal
75,133,6,5,87,1.3,29,67,Normal
59,148,7,7,74,1.1,15,59,Normal
49,64,6,6,19,0.9,12,45,Normal
38,44,6,6,12,0.8,13,44,Normal
44,106,6,7,53,100,14,50,Normal
74,178,5,6,55,1.4,15,76,Normal
49,95,6,6,50,0.9,16,51,Normal
53,78,6,6,20,1,14,53,Normal
183,779,6,6,403,3.1,14,176,Normal
58,123,5,5,36,1.1,15,59,Normal
67,131,6,6,42,1.2,12,62,Normal
90,481,6,6,252,1.6,9,86,Normal
63,252,6,7,87,1.2,14,67,Normal
61,148,5,6,64,1.2,11,67,Normal
76,153,6,6,60,1.5,16,79,Normal
55,108,7,7,54,1,29,57,Normal
67,93,5,5,59,1.2,12,64,Normal
37,63,5,5,22,0.7,8,34,Normal
45,60,6,5,20,0.8,8,43,Normal
211,473,6,6,80,3.6,14,204,Normal
96,136,6,6,46,1.8,11,94,Normal
85,121,7,7,38,1.5,12,81,Normal
63,94,6,6,42,1.2,15,62,Normal
91,152,7,7,72,1.7,15,94,Normal
86,162,6,6,54,1.6,14,88,Normal
64,164,6,6,71,1.2,12,54,Normal
63,119,6,6,66,1.2,11,67,Normal
81,156,6,6,55,1.5,9,74,Normal
31,90,6,7,30,0.8,12,36,Normal
68,125,6,6,42,1.2,12,63,Normal
66,110,6,6,37,1.2,13,60,Normal
97,204,7,8,104,1.7,20,92,Normal
73,100,6,6,36,1.4,10,72,Normal
44,88,6,6,39,0.9,12,51,Normal
64,85,6,6,52,1.2,13,67,Normal
49,63,6,6,16,0.9,8,49,Normal
38,48,5,5,17,0.7,6,38,Normal
63,134,5,5,40,1.1,10,60,Normal
66,104,6,5,43,1.2,9,66,Normal
33,65,5,5,17,0.6,7,28,Normal
45,65,6,6,19,0.9,10,45,Normal
78,140,5,5,83,1.3,9,78,Normal
57,113,5,5,54,1,9,57,Normal
33,39,6,5,9,0.6,9,33,Normal
47,59,5,5,30,0.9,7,47,Normal
31,60,5,4,22,0.6,7,31,Normal
60,174,6,6,93,1.1,17,60,Normal
84,151,6,6,65,1.5,13,72,Normal
84,141,6,6,56,1.5,22,73,Normal
194,1107,6,6,436,3.3,12,173,Normal
69,102,6,6,36,1.3,9,61,Normal
45,69,5,5,21,0.9,8,40,Normal
44,86,5,5,35,0.8,12,44,Normal
34,88,5,5,34,0.6,8,32,Normal
60,85,6,6,48,1.1,10,56,Normal
47,111,5,6,46,0.9,11,46,Normal
71,216,5,5,106,1.2,10,69,Normal
55,111,6,6,31,1.1,9,55,Normal
83,145,6,6,63,1.5,11,79,Normal
164,801,6,6,267,2.8,12,160,Normal
56,105,7,7,41,1.1,16,55,Normal
53,71,7,7,25,0.9,14,47,Normal
54,94,6,6,39,1,13,50,Normal
50,140,6,6,50,0.9,11,45,Normal
91,330,6,6,103,1.6,9,87,Normal
50,97,5,5,59,0.8,7,50,Normal
47,104,6,6,66,0.9,9,47,Normal
36,60,6,6,17,0.7,10,33,Normal
65,115,6,6,40,1.2,12,58,Normal
38,72,6,6,20,0.7,13,36,Normal
81,99,7,7,41,1.5,26,73,Normal
86,248,5,6,107,1.5,21,76,Normal
44,113,7,6,38,0.8,20,42,Normal
48,124,7,6,43,0.9,20,42,Normal
52,134,5,5,54,1,6,50,Normal
43,112,5,5,47,0.8,10,43,Normal
60,107,6,6,41,1,15,60,Normal
65,112,6,6,52,1.2,14,65,Normal
43,81,6,6,25,0.7,11,41,Normal
87,287,6,6,82,1.6,16,85,Normal
108,276,7,7,64,200,16,107,Normal
81,163,7,7,38,1.5,16,81,Normal
48,156,6,6,71,0.8,15,48,Normal
46,98,5,5,39,0.8,7,46,Normal
190,444,5,5,161,3.2,13,179,Normal
222,1055,5,5,387,3.9,17,218,Normal
126,380,6,6,149,2.2,19,123,Normal
253,607,5,5,299,4.3,19,235,Normal
62,82,6,6,28,1.1,12,60,Normal
53,79,6,6,33,1,11,53,Normal
59,120,5,5,37,1,9,55,Normal
63,133,6,6,76,1.1,8,59,Normal
185,565,5,5,243,3.2,11,174,Normal
44,114,6,6,39,0.8,9,44,Normal
82,146,6,6,47,1.4,9,81,Normal
112,253,7,7,107,200,10,111,Normal
48,73,6,6,27,0.9,10,47,Normal
57,127,5,5,46,1,9,57,Normal
46,81,6,6,36,0.9,13,46,Normal
57,89,6,6,30,1.1,29,57,Normal
65,115,6,6,57,1.2,15,65,Normal
78,218,6,7,68,1.4,13,76,Normal
79,140,6,6,71,1.4,12,79,Normal
196,1037,5,5,358,3.4,11,191,Normal
97,232,6,6,81,1.7,10,87,Normal
62,153,6,6,61,1.1,10,61,Normal
75,158,5,5,55,1.3,9,69,Normal
65,114,6,6,25,1.2,10,65,Normal
62,114,7,7,32,1.2,10,62,Normal
57,106,6,6,26,1,10,57,Normal
164,462,6,6,359,2.9,10,162,Normal
104,273,7,7,105,1.9,14,99,Normal
46,100,6,6,35,0.9,14,46,Normal
59,114,6,6,36,1,13,59,Normal
111,256,6,7,87,1.9,15,109,Normal
132,494,6,6,357,2.3,15,128,Normal
69,146,6,6,38,1.2,12,67,Normal
57,136,7,7,51,1,16,56,Normal
72,186,7,7,92,1.3,17,72,Normal
71,142,7,6,60,1.2,29,68,Normal
92,185,5,5,72,1.6,7,91,Normal
67,103,6,6,34,1.2,8,67,Normal
58,104,5,5,35,1,7,58,Normal
62,98,6,6,31,1.1,9,61,Normal
68,145,6,6,63,1.2,13,68,Normal
73,234,6,6,83,1.4,9,73,Normal
65,91,7,7,26,1.2,13,61,Normal
64,134,5,5,52,1.2,12,62,Normal
78,152,6,6,19,1.4,17,72,Normal
139,288,7,7,111,2.4,18,134,Normal
68,128,6,6,54,1.2,20,62,Normal
58,146,6,6,61,1,11,57,Normal
79,132,7,7,79,1.4,10,79,Normal
48,64,6,6,16,0.9,9,48,Normal
53,113,5,5,53,0.9,6,53,Normal
71,170,5,5,68,1.3,10,71,Normal
33,50,5,5,14,0.6,9,31,Normal
52,96,6,6,22,0.9,13,51,Normal
54,100,6,7,52,1,14,54,Normal
111,173,5,6,75,200,11,110,Normal
157,371,6,6,132,2.7,13,153,Normal
123,186,7,7,88,2.2,16,123,Normal
78,137,6,6,56,1.4,14,78,Normal
50,148,6,6,54,0.9,15,50,Normal
78,110,6,6,19,1.3,15,72,Normal
73,135,6,6,46,1.3,11,68,Normal
76,217,5,5,103,1.3,9,72,Normal
62,89,6,6,43,1.1,11,60,Normal
113,226,5,5,85,1.9,12,101,Normal
55,146,6,6,58,1,12,48,Normal
56,111,5,5,48,1,7,53,Normal
46,167,5,5,64,0.8,8,43,Normal
102,244,5,5,91,1.8,10,91,Normal
67,200,5,5,68,1.2,6,63,Normal
57,135,5,6,41,1.1,9,51,Normal
66,103,6,6,42,1.2,9,56,Normal
56,209,6,6,69,1.1,11,53,Normal
39,114,6,6,49,0.7,8,39,Normal
64,93,6,6,32,1.2,10,63,Normal
2587,9260,5,5,4667,43,14,2583,Normal
11517,62862,5,5,31655,192,15,11516,Normal
2573,11346,5,5,5647,42,14,2571,Normal
4988,29580,5,5,15192,83,14,4988,Normal
44,167,5,5,67,0.9,11,42,Normal
58,227,5,5,69,1.1,10,58,Normal
80,180,5,5,62,1.4,8,79,Normal
48,109,5,5,33,0.9,10,46,Normal
6986,34126,5,5,17232,116,15,6986,Normal
8815,45115,5,5,22761,147,15,8811,Normal
1121,4029,5,5,2007,18,13,1120,Normal
61,117,6,5,39,1.1,8,56,Normal
88,109,5,5,43,1.6,10,87,Normal
68,274,5,5,97,1.3,11,74,Normal
5015,29740,5,5,15323,83,14,5026,Normal
67,197,6,6,189,1.3,16,72,Normal
56,83,6,6,33,1.1,10,61,Normal
78,152,5,5,73,1.4,10,81,Normal
138,317,6,6,128,2.4,12,136,Normal
104,357,6,6,121,1.9,17,100,Normal
60,102,6,6,32,1.1,9,58,Normal
60,98,5,5,43,1.1,12,59,Normal
48,105,6,6,36,0.8,12,44,Normal
71,196,6,6,87,1.2,11,65,Normal
40,84,6,6,23,0.8,11,44,Normal
101,331,5,5,145,1.7,13,103,Normal
37,64,7,7,27,0.6,12,37,Normal
77,116,6,6,47,1.4,12,77,Normal
94,219,6,6,141,1.6,10,83,Normal
74,126,6,6,40,1.3,9,72,Normal
55,73,6,6,26,1,10,55,Normal
30,65,6,6,14,0.6,9,27,Normal
120,418,6,6,114,2.2,8,117,Normal
89,267,6,6,100,1.6,9,87,Normal
74,146,6,6,29,1.4,10,74,Normal
369,2231,5,5,1112,6.3,20,369,Normal
94,148,6,6,57,1.6,16,87,Normal
111,292,6,6,107,200,16,111,Normal
48,117,7,7,59,0.9,19,48,Normal
67,216,6,6,79,1.2,19,67,Normal
185,431,6,6,116,3.2,15,183,Normal
189,460,7,7,129,3.3,14,183,Normal
154,445,6,6,201,2.7,16,153,Normal
61,119,7,7,35,1.1,18,59,Normal
60,144,7,7,44,1.1,19,60,Normal
91,256,6,6,62,1.7,14,92,Normal
85,172,6,6,52,1.6,12,86,Normal
89,259,5,6,114,1.6,12,94,Normal
88,254,6,6,142,1.6,16,86,Normal
56,150,7,7,51,1,18,56,Normal
103,183,6,6,64,1.8,18,103,Normal
171,600,5,5,297,300,8,167,Normal
87,299,6,6,129,1.5,16,81,Normal
108,278,6,6,85,1.9,17,105,Normal
75,171,6,6,79,1.3,18,70,Normal
85,234,6,5,122,1.5,8,78,Normal
82,218,6,6,51,1.5,9,80,Normal
81,383,6,6,128,1.5,12,80,Normal
135,553,5,5,195,2.4,8,132,Normal
54,167,6,6,51,1,11,48,Normal
47,101,6,7,28,0.9,14,47,Normal
68,117,6,6,37,1.2,13,62,Normal
79,210,6,6,105,1.4,14,76,Normal
90,132,6,6,36,1.6,13,89,Normal
54,78,6,6,19,1,14,54,Normal
98,323,6,6,136,1.8,15,95,Normal
46,110,7,7,24,0.8,13,42,Normal
46,98,8,8,29,0.9,14,45,Normal
65,148,7,7,37,1.3,15,63,Normal
99,399,6,7,138,1.7,15,97,Normal
52,167,5,5,66,0.9,8,51,Normal
128,521,6,6,208,2.2,18,128,Normal
92,238,6,6,117,1.6,17,92,Normal
62,155,6,6,34,1.1,12,62,Normal
47,126,5,5,67,0.8,9,45,Normal
52,79,5,5,32,0.9,10,48,Normal
53,83,5,5,24,0.9,6,52,Normal
82,207,5,5,62,1.5,10,70,Normal
61,95,5,5,34,1.1,10,56,Normal
53,79,6,6,28,1,10,54,Normal
60,116,5,6,49,1.1,10,62,Normal
69,132,6,6,48,1.3,13,64,Normal
39,179,5,5,88,0.7,13,39,Normal
45,178,6,6,32,0.8,11,44,Normal
54,78,7,7,26,100,15,54,Normal
58,192,7,7,69,1,15,58,Normal
67,223,8,7,68,1.2,14,59,Normal
48,110,6,6,36,0.9,10,48,Normal
97,365,6,6,155,1.7,14,89,Normal
101,300,7,7,127,1.8,16,92,Normal
53,105,7,7,33,1,17,54,Normal
57,140,6,6,50,1.1,9,58,Normal
85,390,5,5,129,1.5,8,83,Normal
80,399,5,5,150,1.4,10,79,Normal
43,138,5,5,40,0.8,7,43,Normal
58,179,6,6,50,1,11,57,Normal
46,103,6,6,16,0.8,13,43,Normal
28,49,5,5,17,0.5,6,25,Normal
33,44,5,5,20,0.6,7,30,Normal
78,158,5,5,67,1.4,12,76,Normal
94,217,6,6,91,1.7,11,87,Normal
145,277,6,6,76,2.6,12,142,Normal
106,489,5,6,186,1.9,11,101,Normal
124,585,5,6,204,2.2,9,123,Normal
141,638,6,6,200,2.5,13,141,Normal
128,456,5,6,157,2.2,14,127,Normal
96,339,5,6,117,1.7,12,95,Normal
148,549,5,5,200,2.7,12,146,Normal
104,280,5,5,100,1.8,11,93,Normal
98,187,6,6,79,1.7,13,89,Normal
61,90,5,5,47,1,12,60,Normal
69,290,6,6,94,1.2,14,68,Normal
40,107,6,6,97,0.7,14,40,Normal
49,76,5,5,21,0.9,15,49,Normal
70,142,6,6,60,1.3,10,70,Normal
90,267,6,6,127,1.6,10,84,Normal
70,128,6,6,45,1.2,13,70,Normal
51,103,6,6,29,0.9,10,50,Normal
38,88,5,5,31,0.7,8,35,Normal
69,226,6,6,90,1.2,11,67,Normal
69,175,6,7,68,1.3,10,55,Normal
48,99,6,6,61,0.9,12,48,Normal
60,162,5,5,97,1,9,53,Normal
42,80,6,6,25,0.7,13,41,Normal
36,51,5,6,14,0.6,13,28,Normal
34,40,6,6,9,0.6,16,29,Normal
56,127,7,6,50,1,17,53,Normal
122,389,7,7,114,2.2,22,119,Normal
130,430,6,6,133,2.4,24,124,Normal
91,287,7,8,98,1.6,15,86,Normal
73,158,6,6,58,1.3,14,66,Normal
150,310,6,6,131,2.7,10,145,Normal
91,189,6,6,57,1.6,10,88,Normal
71,195,6,6,83,1.3,9,71,Normal
59,90,6,6,33,1.1,11,57,Normal
56,107,7,7,30,1,13,56,Normal
56,77,6,6,32,1.1,13,52,Normal
93,286,5,5,103,1.6,8,87,Normal
70,164,6,6,83,1.2,12,66,Normal
56,155,6,6,64,1,10,54,Normal
72,181,7,8,61,1.3,15,60,Normal
50,101,7,7,54,0.9,17,48,Normal
58,128,7,7,49,1,12,56,Normal
49,83,6,6,32,0.8,12,47,Normal
49,77,5,5,23,0.9,8,49,Normal
139,375,6,6,156,2.5,9,137,Normal
235,726,8,7,555,4,17,231,Normal
280,1148,6,6,310,4.9,11,272,Normal
195,752,6,6,231,3.5,15,200,Normal
83,142,7,7,42,1.5,18,82,Normal
35,69,6,5,22,0.6,7,33,Normal
22,29,5,5,6,0.4,6,22,Normal
168,398,5,5,197,2.9,14,166,Normal
171,323,5,6,133,3,15,166,Normal
192,373,7,7,150,3.4,18,173,Normal
267,778,6,7,347,4.6,19,256,Normal
263,751,6,6,340,4.5,15,249,Normal
110,290,6,6,111,200,15,103,Normal
83,174,7,8,77,1.5,19,77,Normal
68,114,6,6,46,1.2,13,66,Normal
121,250,8,7,100,2.1,18,117,Normal
80,281,6,6,91,1.4,14,78,Normal
88,151,7,7,48,1.5,15,83,Normal
102,208,7,7,83,1.9,18,106,Normal
67,93,6,6,34,1.3,18,64,Normal
150,293,8,8,47,2.6,12,137,Normal
136,236,6,6,89,2.5,15,133,Normal
82,217,7,7,81,1.5,15,79,Normal
137,512,5,5,243,2.4,11,137,Normal
136,451,5,5,218,2.4,9,137,Normal
57,71,6,6,18,1.1,9,59,Normal
61,95,5,6,31,1.1,9,61,Normal
57,134,5,6,52,1,12,56,Normal
58,93,5,5,33,1,7,52,Normal
179,304,6,6,69,3.1,13,171,Normal
136,285,6,7,97,2.4,13,128,Normal
158,307,6,6,114,2.8,12,154,Normal
180,618,6,6,255,3,14,173,Normal
153,589,6,6,290,2.6,10,150,Normal
80,376,6,6,171,1.4,12,79,Normal
122,630,6,6,286,2.2,16,115,Normal
138,385,6,6,125,2.4,13,131,Normal
112,231,6,6,78,200,13,108,Normal
39,78,6,7,24,0.7,16,39,Normal
57,113,5,5,30,1,10,54,Normal
87,236,5,5,100,1.6,8,85,Normal
95,141,7,7,52,1.7,14,84,Normal
126,236,7,7,70,2.2,13,111,Normal
83,319,6,5,133,1.5,12,78,Normal
117,259,6,6,71,2,12,113,Normal
88,144,6,6,66,1.6,11,88,Normal
70,134,5,5,45,1.3,12,61,Normal
116,361,5,5,64,2,8,99,Normal
159,526,5,5,147,2.8,13,151,Normal
128,707,6,5,310,2.2,13,118,Normal
219,892,6,5,166,3.8,12,200,Normal
226,909,5,5,97,3.9,15,208,Normal
150,483,5,5,71,2.5,11,140,Normal
100,192,6,6,72,1.7,12,96,Normal
164,625,5,5,26,2.9,12,160,Normal
578,3152,4,4,69,9.7,9,545,Normal
610,2350,4,4,124,10,8,564,Normal
244,1166,5,5,192,4.2,13,228,Normal
74,280,6,7,100,1.4,13,69,Normal
44,110,5,5,33,0.8,12,40,Normal
105,542,6,6,225,1.8,11,103,Normal
90,270,6,6,135,1.6,10,85,Normal
61,120,6,6,36,1.1,9,49,Normal
98,158,5,5,93,1.8,9,91,Normal
75,122,6,6,33,1.3,14,73,Normal
77,136,7,7,42,1.4,15,77,Normal
70,185,6,6,125,1.3,12,70,Normal
70,117,5,5,50,1.2,12,66,Normal
37,79,5,5,32,0.7,8,34,Normal
71,240,7,6,105,1.3,13,73,Normal
100,326,7,7,149,1.8,13,102,Normal
52,70,7,7,24,100,13,53,Normal
55,601,6,6,107,1.1,10,55,Normal
63,110,7,7,24,1.2,13,63,Normal
91,315,7,7,67,1.6,21,89,Normal
108,212,6,6,56,1.9,16,102,Normal
108,482,6,6,231,1.9,12,106,Normal
78,150,6,6,41,1.4,12,70,Normal
80,283,6,6,116,1.5,13,77,Normal
88,170,7,7,67,1.6,11,84,Normal
52,220,8,8,22,1,20,46,Normal
89,245,7,7,98,1.6,15,85,Normal
64,83,6,6,28,1.1,14,55,Normal
85,284,7,7,47,1.5,15,82,Normal
74,149,6,6,50,1.4,16,67,Normal
102,253,6,6,95,1.8,12,100,Normal
88,208,6,6,92,1.5,11,83,Normal
51,68,6,6,24,0.9,10,47,Normal
58,176,5,5,52,1.1,10,57,Normal
79,393,5,5,167,1.3,9,76,Normal
89,247,5,5,83,1.6,7,83,Normal
59,120,6,6,44,1.1,12,54,Normal
87,188,6,6,70,1.5,13,84,Normal
85,133,6,6,39,1.6,13,84,Normal
76,149,7,7,45,1.4,16,70,Normal
65,134,7,7,42,1.2,19,65,Normal
68,259,6,6,105,1.3,10,68,Normal
90,298,5,5,149,1.6,10,88,Normal
62,78,6,6,22,1.1,9,58,Normal
63,71,6,6,23,1.2,11,57,Normal
62,107,5,5,30,1.2,9,61,Normal
40,59,5,5,38,0.8,9,41,Normal
39,60,6,6,20,0.7,10,37,Normal
60,93,6,6,37,1.1,13,59,Normal
60,115,5,5,41,1.1,7,60,Normal
82,126,6,6,37,1.5,12,79,Normal
67,122,6,6,47,1.3,20,67,Normal
115,273,5,6,111,2,14,111,Normal
146,398,6,6,56,2.6,13,144,Normal
204,658,7,7,237,3.5,20,194,Normal
115,411,6,6,151,2.1,13,113,Normal
112,348,6,6,125,2,13,110,Normal
71,97,6,6,31,1.2,13,70,Normal
259,938,5,5,58,4.4,7,242,Normal
85,162,7,7,50,1.5,13,85,Normal
409,1807,4,4,62,6.9,15,387,Normal
52,91,6,6,26,1,10,52,Normal
47,85,6,6,34,0.8,9,47,Normal
56,112,5,6,48,1,13,56,Normal
50,94,6,6,31,0.9,10,50,Normal
60,260,6,7,163,1.1,13,59,Normal
78,127,8,8,46,1.4,13,72,Normal
93,339,6,6,101,1.7,13,88,Normal
114,376,6,6,140,2,11,105,Normal
97,247,7,6,111,1.7,11,92,Normal
44,87,6,6,23,0.8,10,42,Normal
60,118,7,7,36,1.1,12,57,Normal
56,80,8,8,29,1,15,54,Normal
65,165,6,6,76,1.2,20,65,Normal
57,70,6,6,19,1,15,57,Normal
70,126,6,6,40,1.2,13,70,Normal
115,163,6,6,73,2,10,108,Normal
119,372,6,6,173,2.1,11,116,Normal
110,389,5,6,178,1.9,11,107,Normal
64,112,6,6,44,1.1,10,61,Normal
96,122,6,6,53,1.7,10,90,Normal
70,80,7,6,20,1.3,11,68,Normal
100,276,7,7,69,1.8,16,100,Normal
105,315,6,6,108,1.9,13,102,Normal
60,99,6,6,37,1.1,12,60,Normal
66,97,6,6,35,1.2,13,66,Normal
81,115,6,5,44,1.4,14,80,Normal
98,187,7,7,66,1.8,14,95,Normal
118,194,6,6,101,2.1,14,109,Normal
96,139,6,6,61,1.7,14,86,Normal
87,144,7,7,53,1.5,15,76,Normal
106,171,6,6,88,1.9,11,105,Normal
42,82,6,6,23,0.8,11,40,Normal
50,94,5,5,45,0.9,9,50,Normal
